#Time in Hours    Arrest Prob for Violent Crimes    Arrest Prob for Nonviolent Crimes
0     0.1745719347      0.2119672268
1     0.1712444376	0.2916195762
2     0.1632913005	0.2803292522
3     0.1536994071	0.2649908821
4     0.1495262466	0.2424630177
5     0.1484451398	0.1958531881
6     0.1653493915	0.2032309510
7     0.1809202602	0.1824754238
8     0.2023314658	0.1898605283
9     0.2189163796	0.1940148194
10    0.2195787034	0.2817606188
11    0.2237026648	0.3562914433
12    0.2187129682	0.2888387699
13    0.2074724605	0.3375822110
14    0.2005152807	0.3095933326
15    0.1964863615	0.2858720017
16    0.2031748502	0.2865785868
17    0.1964154660	0.2717625227
18    0.1923380727	0.2948385915
19    0.1888025735	0.3636882600
20    0.1836935812	0.3703259992
21    0.1789463846	0.3687500601
22    0.1739335450	0.3451245941
23    0.1710848152	0.3477256873

#Hour of Day     Fraction of Violent Crimes Committed	Fraction of Nonviolent Crimes Committed
0  0.0589756734536 0.055742744831  
1  0.0504289790589 0.0302214810155 
2  0.045563669778  0.025005355787  
3  0.0375199497026 0.0200047138078 
4  0.0279711757025 0.0149534645594 
5  0.0197823668811 0.0126092571604 
6  0.0154200319195 0.0155857871898 
7  0.0160603569183 0.0231023078703 
8  0.0214073608357 0.0347720222987 
9  0.0247076461769 0.0442132286329 
10 0.0283774241911 0.0429555575186 
11 0.0331034482759 0.0450368932358 
12 0.0375470329351 0.0581980021037 
13 0.0381080427528 0.0483163515843 
14 0.0435498379842 0.0512594414746 
15 0.0502123131982 0.0532903487467 
16 0.0497209459786 0.0498630027242 
17 0.0500827005852 0.0506870249757 
18 0.0538801566958 0.0546858933757 
19 0.0565285099386 0.0570122183473 
20 0.0588905547226 0.057169047235  
21 0.0620960487498 0.0557543684088 
22 0.0615389079654 0.0549559180284 
23 0.0585268655995 0.0446055690886 
